id,conference,title,visual mark,visual channel,symbol layout,text position,multi-channel,url
2107_6,InfoVis,Stereoscopic Highlighting: 2D Graph Visualization on Stereo Displays,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2011.234
2107_7,InfoVis,Stereoscopic Highlighting: 2D Graph Visualization on Stereo Displays,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2011.234
2110_6,InfoVis,TreeNetViz: Revealing Patterns of Networks over Tree Structures,semantic,size,continuous,accompanying,parrallel,http://dx.doi.org/10.1109/TVCG.2011.247
2110_6,InfoVis,TreeNetViz: Revealing Patterns of Networks over Tree Structures,semantic,color-discrete,continuous,accompanying,parrallel,http://dx.doi.org/10.1109/TVCG.2011.247
2110_7,InfoVis,TreeNetViz: Revealing Patterns of Networks over Tree Structures,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2011.247
2110_8,InfoVis,TreeNetViz: Revealing Patterns of Networks over Tree Structures,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2011.247
2111_1,InfoVis,"VisBricks: Multiform Visualization of Large, Inhomogeneous Data",semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2011.250
2112_10,InfoVis,Visual Thinking In Action: Visualizations As Used On Whiteboards,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2011.251
2114_4,InfoVis,Visualization Rhetoric: Framing Effects in Narrative Visualization,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2011.255
2121_0,VAST,G-PARE: A visual analytic tool for comparative analysis of uncertain graphs,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102442
2121_9,VAST,G-PARE: A visual analytic tool for comparative analysis of uncertain graphs,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102442
2121_10,VAST,G-PARE: A visual analytic tool for comparative analysis of uncertain graphs,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102442
2123_6,VAST,How locus of control influences compatibility with visualization style,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102445
2123_7,VAST,How locus of control influences compatibility with visualization style,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102445
2125_0,VAST,Supporting effective common ground construction in Asynchronous Collaborative Visual Analytics,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102447
2127_5,VAST,Observation-level interaction with statistical models for visual analytics,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/VAST.2011.6102449
2127_6,VAST,Observation-level interaction with statistical models for visual analytics,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/VAST.2011.6102449
2129_1,VAST,Interactive decision making using dissimilarity to visually represented prototypes,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102451
2129_8,VAST,Interactive decision making using dissimilarity to visually represented prototypes,non-semantic,color-discrete,uniform,embedded,separate,http://dx.doi.org/10.1109/VAST.2011.6102451
2129_8,VAST,Interactive decision making using dissimilarity to visually represented prototypes,semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/VAST.2011.6102451
2130_3,VAST,BaobabView: Interactive construction and analysis of decision trees,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102453
2130_6,VAST,BaobabView: Interactive construction and analysis of decision trees,non-semantic,color-discrete,connected,embedded,none,http://dx.doi.org/10.1109/VAST.2011.6102453
2130_7,VAST,BaobabView: Interactive construction and analysis of decision trees,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102453
2131_3,VAST,From movement tracks through events to places: Extracting and characterizing significant places from mobility data,non-semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102457
2131_4,VAST,From movement tracks through events to places: Extracting and characterizing significant places from mobility data,non-semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102454
2131_5,VAST,From movement tracks through events to places: Extracting and characterizing significant places from mobility data,non-semantic,color-discrete,connected,embedded,none,http://dx.doi.org/10.1109/VAST.2011.6102454
2132_4,VAST,Visual analysis of route diversity,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/VAST.2011.6102455
2133_2,VAST,SensePlace2: GeoTwitter analytics support for situational awareness,semantic,size,uniform,accompanying,combine,http://dx.doi.org/10.1109/VAST.2011.6102456
2133_2,VAST,SensePlace2: GeoTwitter analytics support for situational awareness,semantic,color-ordinal,uniform,accompanying,combine,http://dx.doi.org/10.1109/VAST.2011.6102456
2134_0,VAST,Visual analytics decision support environment for epidemic modeling and response evaluation,semantic,shape,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102457
2134_1,VAST,Visual analytics decision support environment for epidemic modeling and response evaluation,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102460
2134_2,VAST,Visual analytics decision support environment for epidemic modeling and response evaluation,semantic,shape,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102457
2134_4,VAST,Visual analytics decision support environment for epidemic modeling and response evaluation,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102460
2134_7,VAST,Visual analytics decision support environment for epidemic modeling and response evaluation,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102457
2134_8,VAST,Visual analytics decision support environment for epidemic modeling and response evaluation,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102457
2136_9,VAST,A visual navigation system for querying neural stem cell imaging data,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102459
2137_0,VAST,A visual analytics process for maritime resource allocation and risk assessment,non-semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102460
2137_2,VAST,A visual analytics process for maritime resource allocation and risk assessment,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102472
2137_5,InfoVis,A visual analytics process for maritime resource allocation and risk assessment,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.230
2139_0,VAST,Analysis of large digital collections with interactive visualization,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102462
2139_2,VAST,Analysis of large digital collections with interactive visualization,non-semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102462
2139_7,VAST,Analysis of large digital collections with interactive visualization,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102462
2139_8,VAST,Analysis of large digital collections with interactive visualization,non-semantic,color-discrete,non-uniform,embedded,none,http://dx.doi.org/10.1109/VAST.2011.6102462
2139_14,VAST,Analysis of large digital collections with interactive visualization,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102462
2144_1,VAST,Reasonable abstractions: Semantics for dynamic data visualization,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102468
2147_0,VAST,TreeVersity: Comparing tree structures by topology and node's attributes differences,semantic,color-ordinal,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102471
2147_1,VAST,TreeVersity: Comparing tree structures by topology and node's attributes differences,semantic,color-ordinal,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102471
2148_0,InfoVis,Visual sentiment analysis on twitter data streams,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.230
2148_2,VAST,Visual sentiment analysis on twitter data streams,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/VAST.2011.6102472
2148_3,VAST,Visual sentiment analysis on twitter data streams,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/VAST.2011.6102472
2159_0,VAST,City sentinel - VAST 2011 mini challenge 1 award: "Outstanding integration of computational and visual methods",non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102485
2159_1,VAST,City sentinel - VAST 2011 mini challenge 1 award: "Outstanding integration of computational and visual methods",non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102485
2162_1,VAST,epSpread - Storyboarding for visual analytics,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2011.6102489
2164_0,VAST,Geovisual analytics for cyber security: Adopting the GeoViz Toolkit,semantic,color-discrete,uniform,accompanying,matrix,http://dx.doi.org/10.1109/VAST.2011.6102491
2164_0,VAST,Geovisual analytics for cyber security: Adopting the GeoViz Toolkit,semantic,color-ordinal,uniform,accompanying,matrix,http://dx.doi.org/10.1109/VAST.2011.6102491
2168_2,VAST,Jigsaw to save vastopolis,non-semantic,color-discrete,non-uniform,embedded,none,http://dx.doi.org/10.1109/VAST.2011.6102496
2220_1,InfoVis,A User Study on Curved Edges in Graph Visualization,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.189
2220_6,InfoVis,A User Study on Curved Edges in Graph Visualization,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.189
2220_9,InfoVis,A User Study on Curved Edges in Graph Visualization,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.189
2224_2,InfoVis,An Empirical Study on Using Visual Embellishments in Visualization,non-semantic,color-discrete,connected,embedded,none,http://dx.doi.org/10.1109/TVCG.2012.197
2224_3,InfoVis,An Empirical Study on Using Visual Embellishments in Visualization,non-semantic,color-discrete,connected,embedded,none,http://dx.doi.org/10.1109/TVCG.2012.197
2224_5,InfoVis,An Empirical Study on Using Visual Embellishments in Visualization,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.197
2224_6,InfoVis,An Empirical Study on Using Visual Embellishments in Visualization,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.197
2225_0,InfoVis,Assessing the Effect of Visualizations on Bayesian Reasoning through Crowdsourcing,non-semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.199
2230_3,InfoVis,Design Considerations for Optimizing Storyline Visualizations,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.212
2232_4,InfoVis,Different Strokes for Different Folks: Visual Presentation Design between Disciplines,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.214
2232_6,InfoVis,Different Strokes for Different Folks: Visual Presentation Design between Disciplines,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.214
2232_7,InfoVis,Different Strokes for Different Folks: Visual Presentation Design between Disciplines,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.214
2235_0,InfoVis,Evaluating the Effect of Style in Information Visualization,non-semantic,color-discrete,uniform,embedded,none,http://dx.doi.org/10.1109/TVCG.2012.221
2235_1,InfoVis,Evaluating the Effect of Style in Information Visualization,non-semantic,color-continuous,continuous,as tick,separate,http://dx.doi.org/10.1109/TVCG.2012.221
2235_1,InfoVis,Evaluating the Effect of Style in Information Visualization,non-semantic,color-discrete,non-uniform,none,separate,http://dx.doi.org/10.1109/TVCG.2012.221
2236_0,InfoVis,"Exploring Flow, Factors, and Outcomes of Temporal Event Sequences with the Outflow Visualization",non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.225
2236_8,InfoVis,"Exploring Flow, Factors, and Outcomes of Temporal Event Sequences with the Outflow Visualization",non-semantic,color-ordinal,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.225
2236_9,InfoVis,"Exploring Flow, Factors, and Outcomes of Temporal Event Sequences with the Outflow Visualization",non-semantic,color-ordinal,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.225
2237_3,InfoVis,Facilitating Discourse Analysis with Interactive Visualization,non-semantic,color-discrete,connected,embedded,none,http://dx.doi.org/10.1109/TVCG.2012.226
2237_5,InfoVis,Facilitating Discourse Analysis with Interactive Visualization,semantic,size,nested,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.226
2237_6,InfoVis,Facilitating Discourse Analysis with Interactive Visualization,non-semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.226
2238_0,InfoVis,Graphical Overlays: Using Layered Elements to Aid Chart Reading,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.229
2238_2,InfoVis,Graphical Overlays: Using Layered Elements to Aid Chart Reading,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.229
2239_2,InfoVis,Graphical Tests for Power Comparison of Competing Designs,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.238
2239_4,InfoVis,Graphical Tests for Power Comparison of Competing Designs,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.230
2239_7,InfoVis,Graphical Tests for Power Comparison of Competing Designs,semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.238
2239_8,InfoVis,Graphical Tests for Power Comparison of Competing Designs,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.230
2239_12,InfoVis,Graphical Tests for Power Comparison of Competing Designs,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.230
2239_16,InfoVis,Graphical Tests for Power Comparison of Competing Designs,semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.230
2240_4,InfoVis,How Capacity Limits of Attention Influence Information Visualization Effectiveness,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.233
2240_5,InfoVis,How Capacity Limits of Attention Influence Information Visualization Effectiveness,semantic,shape,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2012.233
2240_5,InfoVis,How Capacity Limits of Attention Influence Information Visualization Effectiveness,semantic,color-discrete,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2012.233
2240_6,InfoVis,How Capacity Limits of Attention Influence Information Visualization Effectiveness,semantic,shape,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2012.233
2240_6,InfoVis,How Capacity Limits of Attention Influence Information Visualization Effectiveness,semantic,color-discrete,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2012.233
2240_7,InfoVis,How Capacity Limits of Attention Influence Information Visualization Effectiveness,semantic,shape,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2012.233
2240_7,InfoVis,How Capacity Limits of Attention Influence Information Visualization Effectiveness,semantic,color-discrete,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2012.233
2240_8,InfoVis,How Capacity Limits of Attention Influence Information Visualization Effectiveness,semantic,shape,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2012.233
2240_8,InfoVis,How Capacity Limits of Attention Influence Information Visualization Effectiveness,semantic,color-discrete,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2012.233
2242_3,InfoVis,Interaction Support for Visual Comparison Inspired by Natural Behavior,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.237
2243_1,InfoVis,Interactive Level-of-Detail Rendering of Large Graphs,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.238
2243_6,InfoVis,Interactive Level-of-Detail Rendering of Large Graphs,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.238
2243_9,InfoVis,Interactive Level-of-Detail Rendering of Large Graphs,non-semantic,color-ordinal,connected,as tick,parrallel,http://dx.doi.org/10.1109/TVCG.2012.265
2243_9,InfoVis,Interactive Level-of-Detail Rendering of Large Graphs,non-semantic,color-ordinal,connected,as tick,parrallel,http://dx.doi.org/10.1109/TVCG.2012.265
2243_10,InfoVis,Interactive Level-of-Detail Rendering of Large Graphs,non-semantic,color-ordinal,connected,as tick,parrallel,http://dx.doi.org/10.1109/TVCG.2012.238
2243_10,InfoVis,Interactive Level-of-Detail Rendering of Large Graphs,non-semantic,color-ordinal,connected,as tick,parrallel,http://dx.doi.org/10.1109/TVCG.2012.238
2243_13,InfoVis,Interactive Level-of-Detail Rendering of Large Graphs,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.265
2246_1,InfoVis,Organizing Search Results with a Reference Map,semantic,color-discrete,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2012.250
2246_1,InfoVis,Organizing Search Results with a Reference Map,semantic,shape,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2012.250
2246_9,InfoVis,Organizing Search Results with a Reference Map,semantic,shape,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.250
2246_10,InfoVis,Organizing Search Results with a Reference Map,semantic,shape,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2012.250
2246_10,InfoVis,Organizing Search Results with a Reference Map,semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2012.250
2247_5,InfoVis,Perception of Visual Variables on Tiled Wall-Sized Displays for Information Visualization Applications,non-semantic,color-ordinal,connected,embedded,none,http://dx.doi.org/10.1109/TVCG.2012.251
2247_6,InfoVis,Perception of Visual Variables on Tiled Wall-Sized Displays for Information Visualization Applications,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.251
2247_7,InfoVis,Perception of Visual Variables on Tiled Wall-Sized Displays for Information Visualization Applications,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.251
2247_9,InfoVis,Perception of Visual Variables on Tiled Wall-Sized Displays for Information Visualization Applications,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.251
2247_10,InfoVis,Perception of Visual Variables on Tiled Wall-Sized Displays for Information Visualization Applications,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.251
2248_3,InfoVis,PivotPaths: Strolling through Faceted Information Spaces,non-semantic,color-discrete,uniform,embedded,none,http://dx.doi.org/10.1109/TVCG.2012.252
2249_0,InfoVis,RankExplorer: Visualization of Ranking Changes in Large Time Series Data,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.253
2249_9,InfoVis,RankExplorer: Visualization of Ranking Changes in Large Time Series Data,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.253
2249_10,InfoVis,RankExplorer: Visualization of Ranking Changes in Large Time Series Data,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.253
2249_11,InfoVis,RankExplorer: Visualization of Ranking Changes in Large Time Series Data,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.253
2249_12,InfoVis,RankExplorer: Visualization of Ranking Changes in Large Time Series Data,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.253
2249_14,InfoVis,RankExplorer: Visualization of Ranking Changes in Large Time Series Data,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.253
2249_15,InfoVis,RankExplorer: Visualization of Ranking Changes in Large Time Series Data,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.253
2249_16,InfoVis,RankExplorer: Visualization of Ranking Changes in Large Time Series Data,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.253
2249_17,InfoVis,RankExplorer: Visualization of Ranking Changes in Large Time Series Data,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.253
2251_3,InfoVis,Representative Factor Generation for the Interactive Visual Analysis of High-Dimensional Data,non-semantic,color-continuous,continuous,as tick,parrallel,http://dx.doi.org/10.1109/TVCG.2012.256
2251_3,InfoVis,Representative Factor Generation for the Interactive Visual Analysis of High-Dimensional Data,non-semantic,color-continuous,continuous,as tick,parrallel,http://dx.doi.org/10.1109/TVCG.2012.256
2252_11,InfoVis,Sketchy Rendering for Information Visualization,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.262
2252_13,InfoVis,Sketchy Rendering for Information Visualization,semantic,color-discrete,non-uniform,as symbol,none,http://dx.doi.org/10.1109/TVCG.2012.262
2252_15,InfoVis,Sketchy Rendering for Information Visualization,semantic,size,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2012.262
2252_15,InfoVis,Sketchy Rendering for Information Visualization,semantic,size,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2012.262
2252_16,InfoVis,Sketchy Rendering for Information Visualization,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.262
2253_1,InfoVis,SnapShot: Visualization to Propel Ice Hockey Analytics,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.263
2253_2,InfoVis,SnapShot: Visualization to Propel Ice Hockey Analytics,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.263
2255_0,InfoVis,Stacking-Based Visualization of Trajectory Attribute Data,non-semantic,color-ordinal,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.265
2255_1,VAST,Stacking-Based Visualization of Trajectory Attribute Data,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.191
2255_3,InfoVis,Stacking-Based Visualization of Trajectory Attribute Data,non-semantic,color-ordinal,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.265
2255_5,VAST,Stacking-Based Visualization of Trajectory Attribute Data,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.191
2255_6,InfoVis,Stacking-Based Visualization of Trajectory Attribute Data,non-semantic,color-ordinal,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.265
2256_3,InfoVis,Taxonomy-Based Glyph Design---with a Case Study on Visualizing Workflows of Biological Experiments,non-semantic,color-discrete,non-uniform,embedded,none,http://dx.doi.org/10.1109/TVCG.2012.271
2256_11,InfoVis,Taxonomy-Based Glyph Design---with a Case Study on Visualizing Workflows of Biological Experiments,semantic,shape,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.271
2256_12,InfoVis,Taxonomy-Based Glyph Design---with a Case Study on Visualizing Workflows of Biological Experiments,non-semantic,color-discrete,non-uniform,embedded,none,http://dx.doi.org/10.1109/TVCG.2012.271
2258_1,InfoVis,Understanding Pen and Touch Interaction for Data Exploration on Interactive Whiteboards,non-semantic,color-discrete,non-uniform,embedded,none,http://dx.doi.org/10.1109/TVCG.2012.275
2259_8,InfoVis,Visual Semiotics & Uncertainty Visualization: An Empirical Study,non-semantic,color-discrete,uniform,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.279
2259_12,InfoVis,Visual Semiotics & Uncertainty Visualization: An Empirical Study,semantic,shape,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2012.279
2259_12,InfoVis,Visual Semiotics & Uncertainty Visualization: An Empirical Study,semantic,color-ordinal,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2012.279
2260_0,InfoVis,Visualizing Flow of Uncertainty through Analytical Processes,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.285
2261_1,InfoVis,Visualizing Network Traffic to Understand the Performance of Massively Parallel Simulations,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.286
2261_2,InfoVis,Visualizing Network Traffic to Understand the Performance of Massively Parallel Simulations,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.286
2261_3,InfoVis,Visualizing Network Traffic to Understand the Performance of Massively Parallel Simulations,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.286
2261_4,InfoVis,Visualizing Network Traffic to Understand the Performance of Massively Parallel Simulations,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.286
2261_6,InfoVis,Visualizing Network Traffic to Understand the Performance of Massively Parallel Simulations,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.286
2261_7,InfoVis,Visualizing Network Traffic to Understand the Performance of Massively Parallel Simulations,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.286
2261_9,InfoVis,Visualizing Network Traffic to Understand the Performance of Massively Parallel Simulations,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.286
2261_10,InfoVis,Visualizing Network Traffic to Understand the Performance of Massively Parallel Simulations,non-semantic,color-ordinal,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.286
2262_0,InfoVis,Visualizing Student Histories Using Clustering and Composition,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.288
2262_4,InfoVis,Visualizing Student Histories Using Clustering and Composition,non-semantic,color-ordinal,uniform,accompanying,matrix,http://dx.doi.org/10.1109/TVCG.2012.288
2262_4,InfoVis,Visualizing Student Histories Using Clustering and Composition,non-semantic,color-discrete,uniform,accompanying,matrix,http://dx.doi.org/10.1109/TVCG.2012.288
2262_14,InfoVis,Visualizing Student Histories Using Clustering and Composition,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.288
2263_0,InfoVis,Whisper: Tracing the Spatiotemporal Process of Information Diffusion in Real Time,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.291
2263_8,InfoVis,Whisper: Tracing the Spatiotemporal Process of Information Diffusion in Real Time,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.291
2306_1,VAST,A Visual Analytics Approach to Multiscale Exploration of Environmental Time Series,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.191
2306_2,VAST,A Visual Analytics Approach to Multiscale Exploration of Environmental Time Series,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.276
2306_3,VAST,A Visual Analytics Approach to Multiscale Exploration of Environmental Time Series,non-semantic,color-ordinal,continuous,none,none,http://dx.doi.org/10.1109/TVCG.2012.191
2306_4,VAST,A Visual Analytics Approach to Multiscale Exploration of Environmental Time Series,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.276
2313_1,VAST,The User Puzzle---Explaining the Interaction with Visual Analytics Systems,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.273
2314_0,VAST,Visual Analytics Methodology for Eye Movement Studies,non-semantic,color-discrete,connected,embedded,none,http://dx.doi.org/10.1109/TVCG.2012.276
2314_3,VAST,Visual Analytics Methodology for Eye Movement Studies,semantic,shape,continuous,as tick,combine,http://dx.doi.org/10.1109/TVCG.2012.276
2314_3,VAST,Visual Analytics Methodology for Eye Movement Studies,semantic,shape,uniform,as tick,combine,http://dx.doi.org/10.1109/TVCG.2012.276
